Symbol,Description                                   ,Stock Exchange
BBEP,Breitburn Energy Partners L.P.,NASDAQ
BBEPP,Breitburn Energy Partners L.P.,NASDAQ
BBGI,Beasley Broadcast Group,NASDAQ
BBLU,Blue Earth Incorporated,NASDAQ
BBNK,Bridge Capital Holdings,NASDAQ
BBOX,Black Box Corp,NASDAQ
BBP,Bioshares Biotechnology Product,NASDAQ
BBRG,Bravo Brio Restaurant Group,NASDAQ
BBRY,Blackberry Limited,NASDAQ
BBSI,Barrett Business Services,NASDAQ
BCBP,Bcb Bancorp Inc. [Nj],NASDAQ
BCLI,Brainstorm Cell Ther,NASDAQ
BCOM,B Communications Ltd,NASDAQ
BCOR,Blucora Inc,NASDAQ
BCOV,Brightcove Inc,NASDAQ
BCPC,Balchem Corp,NASDAQ
BCRX,Biocryst Pharmaceuticals,NASDAQ
BDBD,Boulder Brands Inc,NASDAQ
BDCV,Bdca Venture Inc.,NASDAQ
BDE,Black Diamond,NASDAQ
BDGE,Bridge Bancorp,NASDAQ
BDMS,Birner Dental Management Services,NASDAQ
BDSI,Biodelivery Sciences International,NASDAQ
BEAT,Cardionet,NASDAQ
BEAV,BE Aerospace,NASDAQ
BEBE,Bebe Stores,NASDAQ
BECN,Beacon Roofing Supply,NASDAQ
BELFA,Bel Fuse Inc,NASDAQ
BELFB,Bel Fuse Inc,NASDAQ
BFIN,Bankfinancial Corp,NASDAQ
BGCP,Bgc Partners,NASDAQ
BGFV,Big 5 Sporting Goods Corp,NASDAQ
BGMD,Bg Medicine,NASDAQ
BHAC,Barington/Hilco Acquisition Corp.,NASDAQ
BHACU,Barington/Hilco Acquisition Cor,NASDAQ
BHBK,Blue Hills Bancorp Inc.,NASDAQ
BIB,Ultra Nasdaq Biotechnology Proshares,NASDAQ
BICK,BICK Index First Trust,NASDAQ
BIDU,Baidu Inc,NASDAQ
BIIB,Biogen Idec Inc,NASDAQ
BIND,Bind Therapeutics Inc,NASDAQ
BIOC,Biocept Inc,NASDAQ
BIOD,Biodel Inc,NASDAQ
BIOL,Biolase Technology,NASDAQ
BIOS,Bioscrip Inc,NASDAQ
BIS,Ultrashort Nasdaq Biotech Proshares,NASDAQ
BJRI,Bj's Restaurants,NASDAQ
BKCC,Blackrock Kelso Capital Corp,NASDAQ
BKEP,Blueknight Energy,NASDAQ
BKEPP,Blueknight Energy Partners L.P.,NASDAQ
BKMU,Bank Mutual Corp,NASDAQ
BKSC,Bank of South Carolina,NASDAQ
BKYF,The Bank of Kentucky Financial,NASDAQ
BLBD,Blue Bird Corp.,NASDAQ
BLBDW,Blue Bird Corp.,NASDAQ
BLCM,Bellicum Pharmaceuticals Inc.,NASDAQ
BLDP,Ballard Power Systems,NASDAQ
BLDR,Builders Firstsource,NASDAQ
BLFS,Biolife Solutions,NASDAQ
BLIN,Bridgeline Digital,NASDAQ
BLKB,Blackbaud Inc,NASDAQ
BLMN,Bloomin' Brands Inc,NASDAQ
BLMT,Bsb Bancorp Inc,NASDAQ
BLPH,Bellerophon Therapeutics Llc,NASDAQ
BLRX,Biolinerx Ltd,NASDAQ
BLUE,Bluebird Bio Inc,NASDAQ
BLVD,Belvedere Resources,NASDAQ
BLVDU,Boulevard Acquisition Corp.,NASDAQ
BLVDW,Boulevard Acquisition Corp.,NASDAQ
BMRC,Bank of Marin Bancorp,NASDAQ
BMRN,Biomarin Pharmaceutical Inc,NASDAQ
BMTC,Bryn Mawr Bank Corp,NASDAQ
BNCL,Beneficial Mutual Bancorp,NASDAQ
BNCN,BNC Bancorp,NASDAQ
BNDX,Vanguard Total International Bo,NASDAQ
BNFT,Benefitfocus Inc,NASDAQ
BNSO,Bonso Electronics International,NASDAQ
BOBE,Bob Evans Farms,NASDAQ
BOCH,Bank of Commerce Holdings [Ca],NASDAQ
BOFI,Bofi Holding,NASDAQ
BOKF,Bok Financial Corp,NASDAQ
BONA,Bona Film Group Limited,NASDAQ
BONT,The Bon-Ton Stores,NASDAQ
BOOM,Dynamic Materials Corp,NASDAQ
BOSC,B.O.S. Better Online Solutions,NASDAQ
BOTA,Biota Pharmaceuticals Inc,NASDAQ
BOTJ,Bank of The Jame Fnl,NASDAQ
BPFH,Boston Private Financial Holdings,NASDAQ
BPFHP,Boston Private Financial Holdings Inc. Dep.,NASDAQ
BPFHW,Boston Private Financial Holdings,NASDAQ
BPOP,Popular Inc,NASDAQ
BPOPM,Popular Inc,NASDAQ
BPOPN,Popular Inc,NASDAQ
BPTH,Bio-Path Holdings,NASDAQ
BRCD,Brocade Communications Systems,NASDAQ
BRCM,Broadcom Corp,NASDAQ
BRDR,Borderfree Inc.,NASDAQ
BREW,Craft Brewers Alliance Inc,NASDAQ
BRID,Bridgford Foods Corp,NASDAQ
BRKL,Brookline Bancorp,NASDAQ
BRKR,Bruker Corp,NASDAQ
BRKS,Brooks Automation,NASDAQ
BRLI,Bio-Reference Laboratories,NASDAQ
BSET,Bassett Furniture Industries Inc,NASDAQ
BSF,Bear State Financial Inc.,NASDAQ
BSFT,Broadsoft Inc,NASDAQ
BSPM,Biostar Pharmaceuticals,NASDAQ
BSQR,Bsquare Corp,NASDAQ
BSRR,Sierra Bancorp,NASDAQ
BSTC,Biospecifics Technologies Corp,NASDAQ
BUR,Burcon Nutrascience,NASDAQ
BUSE,First Busey Corp,NASDAQ
BV,Bazaarvoice Inc,NASDAQ
BVA,Cordia Bancorp Inc,NASDAQ
BVSN,Broadvision,NASDAQ
BWEN,Broadwind Energy,NASDAQ
BWFG,Bankwell Financial Group Inc.,NASDAQ
BWINA,Baldwin & Lyons,NASDAQ
BWINB,Baldwin & Lyons,NASDAQ
BWLD,Buffalo Wild Wings,NASDAQ
BYBK,Bay Bancorp Inc,NASDAQ
BYFC,Broadway Financial Corp,NASDAQ
BYLK,Baylake Corp,NASDAQ
CA,CA Inc,NASDAQ
CAAS,China Automotive Systems,NASDAQ
CAC,Camden National Corp,NASDAQ
CACB,Cascade Bancorp,NASDAQ
CACC,Credit Acceptance Corp,NASDAQ
CACQ,Caesars Acquisition Company,NASDAQ
CADC,China Advanced Construction,NASDAQ
CADT,Dt Asia Investments Limited,NASDAQ
CADTR,Dt Asia Investments Limited,NASDAQ
CADTW,Dt Asia Investments Limited,NASDAQ
CAKE,The Cheesecake Factory Inc,NASDAQ
CALA,Calithera Biosciences Inc.,NASDAQ
CALD,Callidus Software,NASDAQ
CALI,China Auto Logistics Inc,NASDAQ
CALL,Vocaltec Communications Ltd,NASDAQ
CALM,Cal-Maine Foods,NASDAQ
CAMB,Cambridge Capital Acquisition C,NASDAQ
CAMBU,Cambridge Capital Acquisition,NASDAQ
CAMBW,Cambridge Capital Acquisition C,NASDAQ
CAMP,Calamp Corp,NASDAQ
CAMT,Camtek Ltd,NASDAQ
CAPN,Capnia Inc.,NASDAQ
CAPNW,Capnia Inc.,NASDAQ
CAPR,Capricor Therapeutics Inc.,NASDAQ
CAR,Avis Budget Group,NASDAQ
CARA,Cara Therapeutics Inc.,NASDAQ
CARB,Carbonite Inc,NASDAQ
CARO,Carolina Financial,NASDAQ
CART,Carolina Trust Bank,NASDAQ
CARV,Carver Bancorp,NASDAQ
CARZ,Nasdaq Global Auto Index First Trust,NASDAQ
CASH,Meta Financial Group,NASDAQ
CASI,Casi Pharmaceuticals Inc.,NASDAQ
CASM,Cas Medical Systems,NASDAQ
CASS,Cass Information Systems Inc,NASDAQ
CASY,Caseys General Stores,NASDAQ
CATM,Cardtronics Inc,NASDAQ
CATY,Cathay General Bancorp,NASDAQ
CATYW,Cathay General Bancorp,NASDAQ
CAVM,Cavium Inc,NASDAQ
CBAK,China Bak Battery,NASDAQ
CBAN,Colony Bankcorp,NASDAQ
CBAY,Cymabay Therapeutics,NASDAQ
CBF,Capital Bank Financial Corp,NASDAQ
CBFV,Cb Financial Services Inc,NASDAQ
CBIN,Community Bank Shares of Indiana,NASDAQ
CBLI,Cleveland Biolabs,NASDAQ
CBMG,Cellular Biomedicine Group Inc.,NASDAQ
CBMX,Combimatrix Corp,NASDAQ
CBNJ,Cape Bancorp,NASDAQ
CBNK,Chicopee Bancorp,NASDAQ
CBOE,CBOE Holdings,NASDAQ
CBPO,China Biologic Products,NASDAQ
CBRL,Cracker Barrel Old Country Store,NASDAQ
CBRX,Columbia Laboratories,NASDAQ
CBSH,Commerce Bancshares,NASDAQ
CBSHP,Commerce Bancshares Inc.,NASDAQ
CBYL,Carbylan Therapeutics Inc.,NASDAQ
CCBG,Capital City Bank Group,NASDAQ
CCCL,China Ceramics Co. Ltd.,NASDAQ
CCIH,Chinacache International,NASDAQ
CCLP,Csi Compressco LP,NASDAQ
CCMP,Cabot Microelectronics Corp,NASDAQ
CCNE,Cnb Financial Corp,NASDAQ
CCOI,Cogent Communications Group,NASDAQ
CCRN,Cross Country Healthcare,NASDAQ
CCUR,Concurrent Computer Corp,NASDAQ
CCXI,Chemocentryx Inc,NASDAQ
CDC,Compass Emp US Eqincome 100 Enh,NASDAQ
CDK,Cdk Global Inc.,NASDAQ
CDNA,Caredx Inc.,NASDAQ
CDNS,Cadence Design Systems,NASDAQ
CDTI,Clean Diesel Technologies,NASDAQ
CDW,CDW Corp,NASDAQ
CDXS,Codexis Inc,NASDAQ
CDZI,Cadiz Inc,NASDAQ
CECE,Ceco Environmental,NASDAQ
CECO,Career Education Corp,NASDAQ
CELG,Celgene Corp,NASDAQ
CELGZ,Celgene Corp,NASDAQ
CEMI,Chembio Diagnostics,NASDAQ
CEMP,Cempra Inc,NASDAQ
CENT,Central Garden & Pet Company,NASDAQ
CENTA,Central Garden & Pet Company,NASDAQ
CENX,Century Aluminum Company,NASDAQ
CERE,Ceres Inc,NASDAQ
CERN,Cerner Corp,NASDAQ
CERS,Cerus Corp,NASDAQ
CERU,Cerulean Pharma Inc.,NASDAQ
CETV,Central European Media Enterprises,NASDAQ
CEVA,Ceva Inc,NASDAQ
CFA,Compass Emp U.S. 500 Volatility,NASDAQ
CFBK,Central Federal Corp,NASDAQ
CFFI,C&F Financial Corp,NASDAQ
CFFN,Capitol Federal Financial,NASDAQ
CFGE,Calamos Focus Growth ETF,NASDAQ
CFNB,California First National Bancorp,NASDAQ
CFNL,Cardinal Financial Corp,NASDAQ
CFO,Compass Emp U.S. 500 Enhanced V,NASDAQ
CFRX,Contrafect Corporation,NASDAQ
CFRXW,Contrafect Corporation,NASDAQ
CFRXZ,Contrafect Corporation,NASDAQ
CG,The Carlyle Group L.P.,NASDAQ
CGEN,Compugen Ltd,NASDAQ
CGIX,Cancer Genetics Inc,NASDAQ
CGNT,Cogentix Medical Inc.,NASDAQ
CGNX,Cognex Corp,NASDAQ
CGO,Calamos Global Total Return Fund,NASDAQ
CHCI,Comstock Homebuilding Companies,NASDAQ
CHCO,City Holding Company,NASDAQ
CHDN,Churchill Downs Inc,NASDAQ
CHEF,The Chefs' Warehouse Inc,NASDAQ
CHEK,Check-Cap Ltd.,NASDAQ
CHEKU,Check-Cap Ltd,NASDAQ
CHEV,Cheviot Financial Corp,NASDAQ
CHFC,Chemical Financial Corp,NASDAQ
CHFN,Charter Financial,NASDAQ
CHI,Calamos Convertible Opportunities,NASDAQ
CHKE,Cherokee Inc,NASDAQ
CHKP,Check Point Software Technologies Ltd,NASDAQ
CHLN,China Housing & Land Development,NASDAQ
CHMG,Chemung Financial Corp,NASDAQ
CHNR,China Natural Resources,NASDAQ
CHOP,China Gerui Advanced Materials,NASDAQ
CHRS,Coherus Biosciences Inc.,NASDAQ
CHRW,C.H. Robinson Worldwide,NASDAQ
CHSCL,CHS Inc,NASDAQ
CHSCM,CHS Inc,NASDAQ
CHSCN,CHS Inc,NASDAQ
CHSCO,CHS Inc Cl B Pfd,NASDAQ
CHSCP,CHS Inc,NASDAQ
CHTR,Charter Communications,NASDAQ
CHUY,Chuy's Holding Inc,NASDAQ
CHW,Calamos Global Dynamic,NASDAQ
CHXF,Wisdomtree China Dividend Ex-Fi,NASDAQ
CHY,Calamos Convertible and High,NASDAQ
CIDM,Cinedigm Digital Cinema Corp,NASDAQ
CIFC,Cifc Corp,NASDAQ
CINF,Cincinnati Financial Corp,NASDAQ
CISAW,Cis Acquisition Ltd,NASDAQ
CISG,Cninsure Inc,NASDAQ
CIZ,Compass Emp International 500 E,NASDAQ
CIZN,Citizens Holding Company,NASDAQ
CJJD,China Jo-Jo Drugstores,NASDAQ
CKEC,Carmike Cinemas,NASDAQ
CKSW,Clicksoftware Technologies Ltd,NASDAQ
CLAC,Capitol Acquisition Corp. II,NASDAQ
CLACU,Capitol Acquisition Corp. II,NASDAQ
CLACW,Capitol Acquisition Corp. II,NASDAQ
CLBH,Carolina Bank Holdings Inc,NASDAQ
CLCT,Collectors Universe,NASDAQ
CLDN,Celladon Corp,NASDAQ
CLDX,Celldex Therapeutics Inc,NASDAQ
CLFD,Clearfield,NASDAQ
CLIR,Clearsign Combustion Corporatio,NASDAQ
CLLS,Cellectis S.A.,NASDAQ
CLMS,Calamos Asset Management,NASDAQ
CLMT,Calumet Specialty Products,NASDAQ
CLNE,Clean Energy Fuels,NASDAQ
CLNT,Cleantech Solutions International Inc,NASDAQ
CLRB,Cellectar Biosciences Inc.,NASDAQ
CLRBW,Cellectar Biosciences Inc.,NASDAQ
CLRO,Clearone Communications Inc,NASDAQ
CLRX,Collabrx Inc.,NASDAQ
CLSN,Celsion Corp,NASDAQ
CLTX,Celsus Therapeutics Plc.,NASDAQ
CLUB,Town Sports International Holdings,NASDAQ
